,CARD,DECK,BALLOT,FORM,S234BE.Q1,S234BE.Q2,S234BE.Q3,S234BE.Q4,S234BE.Q5,S234BE.Q6,S234BE.Q7,S234BE.Q8A,S234BE.Q8B,S234BE.Q9,S234BE.Q10A,S234BE.Q10B,S234BE.Q10C,S234BE.Q11A.n,S234BE.Q11B.n,S234BE.Q12,S234BE.Q13,S234BE.Q14A,S234BE.Q14B,S234BE.Q15,S234BE.Q16.n,S234BE.Q17,S234BE.Q18,S234BE.Q19.n,S234BE.Q20,S234BE.Qi21,S234BE.Qi22,S234BE.Qi23,S234BE.Qi24,S234BE.Qi25,S234BE.Qi26,S234BE.Qi27,S234BE.Qii1,S234BE.Qii2,S234BE.Qii3,S234BE.Qii4,S234BE.Qii5,S234BE.Qii6,S234BE.Qii7,S234BE.Qii8,S234BE.Qii9,S234BE.Qii10,S234BE.Qii11,S234BE.Qii12,S234BE.Qii13,S234BE.Qii14,S234BE.Qii15,S234BE.Qii16,S234BE.Qii17,S234BE.Qii18,S234BE.Qii19,S234BE.Qii20,S234BE.Qii21,S234BE.Qii22,S234BE.Qii23,S234BE.Qii24,S234BE.Qii25,S234BE.Qii26,S234BE.Qii27,S234BE.Qii28,S234BE.Qii29,S234BE.Qii30,S234BE.Qii31,S234BE.Qii32,S234BE.Qii33,S234BE.Qii34,S234BE.Qii35,S234BE.Qii36,S234BE.Qii37,S234BE.Qii38,S234BE.Qii39,CARD..1,DECK..1,BALLOT..1,FORM..1,S234BE.Qii40,S234BE.Qii41,S234BE.Qii42,S234BE.Qii43,S234BE.Qii44,S234BE.Qii45,S234BE.Qii46,S234BE.Qii47,S234BE.Qii48,S234BE.Qii49,S234BE.Qii50,S234BE.Qii51,S234BE.Qii52,S234BE.Qii53,S234BE.Qii54,S234BE.Qii55,S234BE.Qii56,S234BE.Qii57,S234BE.Qii58,S234BE.Qii59,S234BE.Qii60,S234BE.Qii61,S234BE.Qii62,S234BE.Qii63,S234BE.Qii64,S234BE.Qii65,S234BE.Qii66.n,S234BE.Qii67,S234BE.Qii68,S234BE.Qii69,S234BE.Qii70,S234BE.Qii71,S234BE.Qii72,S234BE.Qii73,S234BE.Qii74,S234BE.Qii75,S234BE.Qii76,S234BE.Qii77,S234BE.Qii78,S234BE.Qii79,S234BE.Qii80,S234BE.Qii81,S234BE.Qii82,S234BE.Qii83,S234BE.Qii84,S234BE.Qii85,S234BE.Qii86,S234BE.Qii87,S234BE.Qii88,S234BE.Qiii1,S234BE.Qiii2,S234BE.Qiii3,S234BE.Qiii4,S234BE.Qiii5,S234BE.Qiii6,S234BE.Qiii7,S234BE.Qiii8,S234BE.Viii9F,S234BE.Qiiii1,S234BE.Qiiii2,S234BE.Qiiii3,S234BE.Qiiii4,S234BE.Qiiii5,S234BE.Qiiii6,S234BE.Viiii7,S234BE.Viiii8
181,1.0,234.0,182.0,3.0,1.0,2.0,1.0,6.0,2.0,9.0,1.0,1.0,5.0,2.0,2.0,0.0,0.0,,,9.0,2.0,1.0,1.0,2.0,,5.0,1.0,,3.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,234.0,182.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,9.0,1.0,3.0,4.0,3.0,3.0,2.0,1.0,15.0
182,1.0,234.0,183.0,3.0,1.0,2.0,1.0,6.0,2.0,9.0,1.0,1.0,5.0,5.0,2.0,0.0,0.0,,,10.0,2.0,1.0,1.0,1.0,,4.0,1.0,,3.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,234.0,183.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,5.0,9.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,60.0
183,1.0,234.0,184.0,3.0,1.0,2.0,1.0,6.0,2.0,9.0,1.0,1.0,5.0,5.0,2.0,0.0,3.0,,,10.0,2.0,1.0,1.0,2.0,,3.0,1.0,,3.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,234.0,184.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,8.0,3.0,3.0,4.0,3.0,3.0,2.0,1.0,65.0
184,1.0,234.0,185.0,3.0,1.0,2.0,1.0,6.0,2.0,3.0,3.0,1.0,5.0,1.0,2.0,0.0,0.0,,,6.0,2.0,1.0,1.0,2.0,,1.0,2.0,,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,234.0,185.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,,2.0,0.0,1.0,2.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,5.0,10.0,3.0,3.0,3.0,3.0,3.0,2.0,7.0,10.0
185,1.0,234.0,186.0,3.0,1.0,2.0,1.0,7.0,2.0,9.0,1.0,1.0,5.0,5.0,2.0,0.0,0.0,,,5.0,2.0,1.0,1.0,2.0,,6.0,2.0,,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,234.0,186.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,5.0,10.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,168.0
186,1.0,234.0,187.0,3.0,1.0,2.0,1.0,6.0,2.0,9.0,1.0,1.0,5.0,5.0,2.0,0.0,0.0,,,8.0,2.0,1.0,1.0,2.0,,5.0,1.0,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,234.0,187.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,5.0,7.0,3.0,3.0,4.0,3.0,3.0,2.0,1.0,62.0
187,1.0,234.0,188.0,3.0,1.0,2.0,1.0,7.0,2.0,9.0,1.0,1.0,5.0,2.0,2.0,0.0,0.0,,,6.0,3.0,1.0,1.0,1.0,,0.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,234.0,188.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,5.0,8.0,3.0,3.0,0.0,3.0,3.0,2.0,8.0,152.0
188,1.0,234.0,189.0,3.0,1.0,2.0,1.0,6.0,2.0,3.0,3.0,1.0,5.0,1.0,2.0,0.0,0.0,,,3.0,2.0,1.0,1.0,2.0,,1.0,1.0,,3.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,234.0,189.0,3.0,2.0,2.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,5.0,5.0,3.0,3.0,4.0,3.0,3.0,2.0,7.0,132.0
189,1.0,234.0,190.0,3.0,1.0,2.0,1.0,5.0,2.0,9.0,1.0,1.0,5.0,5.0,2.0,0.0,0.0,,,7.0,2.0,1.0,1.0,2.0,,4.0,1.0,,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,234.0,190.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,5.0,9.0,3.0,3.0,4.0,3.0,3.0,2.0,1.0,18.0
190,1.0,234.0,191.0,3.0,1.0,2.0,1.0,5.0,2.0,9.0,1.0,1.0,5.0,1.0,2.0,0.0,3.0,,,4.0,2.0,1.0,3.0,2.0,,5.0,1.0,,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,234.0,191.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,5.0,7.0,3.0,3.0,4.0,3.0,3.0,2.0,1.0,41.0
191,1.0,234.0,192.0,3.0,1.0,2.0,1.0,7.0,2.0,9.0,1.0,1.0,5.0,5.0,2.0,0.0,0.0,,,7.0,2.0,1.0,1.0,2.0,,6.0,2.0,,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,234.0,192.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,9.0,3.0,1.0,4.0,3.0,3.0,2.0,1.0,27.0
192,1.0,234.0,193.0,3.0,1.0,2.0,1.0,6.0,2.0,9.0,1.0,1.0,5.0,5.0,2.0,0.0,0.0,,,8.0,2.0,1.0,1.0,2.0,,6.0,2.0,,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,234.0,193.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,5.0,8.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,103.0
193,1.0,234.0,194.0,3.0,2.0,2.0,2.0,7.0,2.0,4.0,2.0,1.0,5.0,1.0,1.0,2.0,1.0,,,33.0,2.0,1.0,1.0,1.0,,5.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,234.0,194.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,3.0,3.0,3.0,3.0,3.0,1.0,8.0,169.0
194,1.0,234.0,195.0,3.0,1.0,2.0,2.0,6.0,2.0,3.0,3.0,1.0,5.0,1.0,2.0,0.0,0.0,,,4.0,1.0,3.0,1.0,3.0,,6.0,1.0,,1.0,5.0,3.0,5.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,234.0,195.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,5.0,10.0,3.0,3.0,4.0,3.0,3.0,2.0,7.0,54.0
195,1.0,234.0,196.0,3.0,3.0,3.0,3.0,2.0,0.0,14.0,0.0,2.0,1.0,1.0,1.0,0.0,3.0,,,48.0,1.0,1.0,1.0,3.0,,1.0,10.0,,1.0,2.0,1.0,2.0,3.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,234.0,196.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,0.0,1.0,5.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,36.0
196,1.0,234.0,197.0,3.0,2.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,3.0,1.0,1.0,2.0,,1.0,0.0,,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,234.0,197.0,3.0,2.0,1.0,0.0,2.0,2.0,2.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,3.0,5.0,7.0,2.0,3.0,4.0,3.0,3.0,2.0,5.0,80.0
197,1.0,234.0,198.0,3.0,1.0,1.0,3.0,4.0,1.0,6.0,2.0,2.0,3.0,1.0,2.0,0.0,0.0,,,39.0,2.0,1.0,3.0,3.0,,3.0,10.0,,3.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,234.0,198.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,5.0,8.0,3.0,3.0,4.0,3.0,3.0,2.0,5.0,9.0
198,1.0,234.0,199.0,3.0,1.0,1.0,4.0,5.0,1.0,6.0,2.0,2.0,3.0,1.0,2.0,0.0,3.0,,,44.0,2.0,1.0,1.0,2.0,,6.0,1.0,,1.0,4.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,234.0,199.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,5.0,8.0,3.0,3.0,3.0,3.0,3.0,2.0,5.0,14.0
199,1.0,234.0,200.0,3.0,1.0,1.0,4.0,4.0,1.0,6.0,0.0,2.0,3.0,1.0,2.0,0.0,3.0,,,39.0,2.0,3.0,3.0,3.0,,2.0,1.0,,3.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,234.0,200.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,5.0,8.0,1.0,3.0,3.0,3.0,3.0,1.0,5.0,69.0
200,1.0,234.0,201.0,3.0,1.0,4.0,4.0,1.0,1.0,0.0,2.0,0.0,0.0,6.0,1.0,5.0,1.0,,,93.0,2.0,2.0,2.0,5.0,,0.0,10.0,,3.0,3.0,2.0,4.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,234.0,201.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,,2.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,6.0,2.0,2.0,1.0,1.0,3.0,3.0,1.0,3.0,89.0
201,1.0,234.0,202.0,3.0,1.0,1.0,4.0,6.0,1.0,9.0,1.0,2.0,4.0,1.0,2.0,0.0,0.0,,,6.0,3.0,3.0,2.0,3.0,,4.0,1.0,,3.0,2.0,1.0,4.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,234.0,202.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,8.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,206.0
202,1.0,234.0,203.0,3.0,1.0,2.0,3.0,3.0,2.0,6.0,2.0,2.0,3.0,2.0,2.0,0.0,3.0,,,39.0,3.0,1.0,1.0,1.0,,5.0,1.0,,3.0,4.0,2.0,2.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,234.0,203.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,2.0,2.0,3.0,1.0,2.0,5.0,5.0,2.0,3.0,3.0,3.0,3.0,2.0,5.0,84.0
